Type,sensorID,timeStamp,soundMax
Bioacoustic 1,1,12120,57
Bioacoustic 1,1,12126,12
Bioacoustic 1,1,12132,60
Bioacoustic 1,1,12138,46
Bioacoustic 1,1,12144,56
Bioacoustic 1,1,12150,45
Bioacoustic 1,1,12156,17
Bioacoustic 1,1,12162,48
Bioacoustic 1,1,12168,53
Bioacoustic 1,1,12174,29
Bioacoustic 1,1,12180,47
Bioacoustic 1,1,12186,40
Bioacoustic 1,1,12192,42
Bioacoustic 1,1,12198,37
Bioacoustic 1,1,12204,19
Bioacoustic 1,1,12210,21
Bioacoustic 1,1,12216,18
Bioacoustic 1,1,12222,54
Bioacoustic 1,1,12228,27
Bioacoustic 1,1,12234,33
Bioacoustic 1,1,12240,22
Bioacoustic 1,1,12246,46
Bioacoustic 1,1,12252,35
Bioacoustic 1,1,12258,45
Bioacoustic 1,1,12264,48
Bioacoustic 1,1,12270,51
Bioacoustic 1,1,12276,10
Bioacoustic 1,1,12282,22
Bioacoustic 1,1,12288,26
Bioacoustic 1,1,12294,51
Bioacoustic 1,1,12300,55
Bioacoustic 1,1,12306,36
Bioacoustic 1,1,12312,48
Bioacoustic 1,1,12318,17
Bioacoustic 1,1,12324,38
Bioacoustic 1,1,12330,38
Bioacoustic 1,1,12336,53
Bioacoustic 1,1,12342,17
Bioacoustic 1,1,12348,37
Bioacoustic 1,1,12354,39
Bioacoustic 1,1,12360,37
Bioacoustic 1,1,12366,14
Bioacoustic 1,1,12372,19
Bioacoustic 1,1,12378,39
Bioacoustic 1,1,12384,45
Bioacoustic 1,1,12390,39
Bioacoustic 1,1,12396,57
Bioacoustic 1,1,12402,28
Bioacoustic 1,1,12408,46
Bioacoustic 1,1,12414,37
Bioacoustic 1,1,12420,40
Bioacoustic 1,1,12426,5
Bioacoustic 1,1,12432,59
Bioacoustic 1,1,12438,25
Bioacoustic 1,1,12444,32
Bioacoustic 1,1,12450,48
Bioacoustic 1,1,12456,15
Bioacoustic 1,1,12462,56
Bioacoustic 1,1,12468,23
Bioacoustic 1,1,12474,56
Bioacoustic 1,1,12480,10
Bioacoustic 1,1,12486,60
Bioacoustic 1,1,12492,37
Bioacoustic 1,1,12498,33
Bioacoustic 1,1,12504,14
Bioacoustic 1,1,12510,40
Bioacoustic 1,1,12516,47
Bioacoustic 1,1,12522,26
Bioacoustic 1,1,12528,44
Bioacoustic 1,1,12534,26
Bioacoustic 1,1,12540,57
Bioacoustic 1,1,12546,43
Bioacoustic 1,1,12552,10
Bioacoustic 1,1,12558,45
Bioacoustic 1,1,12564,51
Bioacoustic 1,1,12570,55
Bioacoustic 1,1,12576,25
Bioacoustic 1,1,12582,11
Bioacoustic 1,1,12588,5
Bioacoustic 1,1,12594,47
Bioacoustic 1,1,12600,25
Bioacoustic 1,1,12606,40
Bioacoustic 1,1,12612,18
Bioacoustic 1,1,12618,37
Bioacoustic 1,1,12624,46
Bioacoustic 1,1,12630,16
Bioacoustic 1,1,12636,48
Bioacoustic 1,1,12642,11
Bioacoustic 1,1,12648,58
Bioacoustic 1,1,12654,49
Bioacoustic 1,1,12660,29
Bioacoustic 1,1,12666,46
Bioacoustic 1,1,12672,18
Bioacoustic 1,1,12678,11
Bioacoustic 1,1,12684,5
Bioacoustic 1,1,12690,55
Bioacoustic 1,1,12696,45
Bioacoustic 1,1,12702,18
Bioacoustic 1,1,12708,9
Bioacoustic 1,1,12714,13
Bioacoustic 1,1,12720,15
Bioacoustic 1,1,12726,7
Bioacoustic 1,1,12732,49
Bioacoustic 1,1,12738,28
Bioacoustic 1,1,12744,40
Bioacoustic 1,1,12750,56
Bioacoustic 1,1,12756,49
Bioacoustic 1,1,12762,31
Bioacoustic 1,1,12768,36
Bioacoustic 1,1,12774,38
Bioacoustic 1,1,12780,53
Bioacoustic 1,1,12786,10
Bioacoustic 1,1,12792,47
Bioacoustic 1,1,12798,21
Bioacoustic 1,1,12804,49
Bioacoustic 1,1,12810,32
Bioacoustic 1,1,12816,45
Bioacoustic 1,1,12822,7
Bioacoustic 1,1,12828,28
Bioacoustic 1,1,12834,12
Bioacoustic 1,1,12840,24
Bioacoustic 1,1,12846,25
Bioacoustic 1,1,12852,14
Bioacoustic 1,1,12858,18
Bioacoustic 1,1,12864,6
Bioacoustic 1,1,12870,16
Bioacoustic 1,1,12876,10
Bioacoustic 1,1,12882,32
Bioacoustic 1,1,12888,18
Bioacoustic 1,1,12894,47
Bioacoustic 1,1,12900,9
Bioacoustic 1,1,12906,32
Bioacoustic 1,1,12912,37
Bioacoustic 1,1,12918,17
Bioacoustic 1,1,12924,36
Bioacoustic 1,1,12930,31
Bioacoustic 1,1,12936,58
Bioacoustic 1,1,12942,17
Bioacoustic 1,1,12948,37
Bioacoustic 1,1,12954,47
Bioacoustic 1,1,12960,7
Bioacoustic 1,1,12966,27
Bioacoustic 1,1,12972,55
Bioacoustic 1,1,12978,27
Bioacoustic 1,1,12984,51
Bioacoustic 1,1,12990,7
Bioacoustic 1,1,12996,18
Bioacoustic 1,1,13002,56
Bioacoustic 1,1,13008,27
Bioacoustic 1,1,13014,34
Bioacoustic 1,1,13020,32
Bioacoustic 1,1,13026,58
Bioacoustic 1,1,13032,6
Bioacoustic 1,1,13038,54
Bioacoustic 1,1,13044,24
Bioacoustic 1,1,13050,32
Bioacoustic 1,1,13056,15
Bioacoustic 1,1,13062,36
Bioacoustic 1,1,13068,58
Bioacoustic 1,1,13074,30
Bioacoustic 1,1,13080,17
Bioacoustic 1,1,13086,22
Bioacoustic 1,1,13092,31
Bioacoustic 1,1,13098,16
Bioacoustic 1,1,13104,21
Bioacoustic 1,1,13110,42
Bioacoustic 1,1,13116,21
Bioacoustic 1,1,13122,19
Bioacoustic 1,1,13128,27
Bioacoustic 1,1,13134,16
Bioacoustic 1,1,13140,21
Bioacoustic 1,1,13146,18
Bioacoustic 1,1,13152,34
Bioacoustic 1,1,13158,26
Bioacoustic 1,1,13164,21
Bioacoustic 1,1,13170,53
Bioacoustic 1,1,13176,23
Bioacoustic 1,1,13182,31
Bioacoustic 1,1,13188,38
Bioacoustic 1,1,13194,50
Bioacoustic 1,1,13200,23
Bioacoustic 1,1,13206,35
Bioacoustic 1,1,13212,52
Bioacoustic 1,1,13218,29
Bioacoustic 1,1,13224,34
Bioacoustic 1,1,13230,37
Bioacoustic 1,1,13236,12
Bioacoustic 1,1,13242,39
Bioacoustic 1,1,13248,29
Bioacoustic 1,1,13254,31
Bioacoustic 1,1,13260,19
Bioacoustic 1,1,13266,34
Bioacoustic 1,1,13272,37
Bioacoustic 1,1,13278,40
Bioacoustic 1,1,13284,55
Bioacoustic 1,1,13290,14
Bioacoustic 1,1,13296,48
Bioacoustic 1,1,13302,43
Bioacoustic 1,1,13308,17
Bioacoustic 1,1,13314,59
Bioacoustic 1,1,13320,24
Bioacoustic 1,1,13326,49
Bioacoustic 1,1,13332,21
Bioacoustic 1,1,13338,27
Bioacoustic 1,1,13344,38
Bioacoustic 1,1,13350,24
Bioacoustic 1,1,13356,26
Bioacoustic 1,1,13362,47
Bioacoustic 1,1,13368,41
Bioacoustic 1,1,13374,8
Bioacoustic 1,1,13380,7
Bioacoustic 1,1,13386,17
Bioacoustic 1,1,13392,10
Bioacoustic 1,1,13398,59
Bioacoustic 1,1,13404,30
Bioacoustic 1,1,13410,58
Bioacoustic 1,1,13416,59
Bioacoustic 1,1,13422,42
Bioacoustic 1,1,13428,5
Bioacoustic 1,1,13434,11
Bioacoustic 1,1,13440,31
Bioacoustic 1,1,13446,37
Bioacoustic 1,1,13452,44
Bioacoustic 1,1,13458,39
Bioacoustic 1,1,13464,49
Bioacoustic 1,1,13470,33
Bioacoustic 1,1,13476,16
Bioacoustic 1,1,13482,28
Bioacoustic 1,1,13488,49
Bioacoustic 1,1,13494,14
Bioacoustic 1,1,13500,36
Bioacoustic 1,1,13506,28
Bioacoustic 1,1,13512,43
Bioacoustic 1,1,13518,37
Bioacoustic 1,1,13524,53
Bioacoustic 1,1,13530,51
Bioacoustic 1,1,13536,37
Bioacoustic 1,1,13542,41
Bioacoustic 1,1,13548,17
Bioacoustic 1,1,13554,52
Bioacoustic 1,1,13560,35
Bioacoustic 1,1,13566,52
Bioacoustic 1,1,13572,6
Bioacoustic 1,1,13578,29
Bioacoustic 1,1,13584,53
Bioacoustic 1,1,13590,50
Bioacoustic 1,1,13596,48
Bioacoustic 1,1,13602,44
Bioacoustic 1,1,13608,31
Bioacoustic 1,1,13614,35
Bioacoustic 1,1,13620,16
Bioacoustic 1,1,13626,27
Bioacoustic 1,1,13632,44
Bioacoustic 1,1,13638,50
Bioacoustic 1,1,13644,7
Bioacoustic 1,1,13650,22
Bioacoustic 1,1,13656,28
Bioacoustic 1,1,13662,32
Bioacoustic 1,1,13668,9
Bioacoustic 1,1,13674,49
Bioacoustic 1,1,13680,23
Bioacoustic 1,1,13686,53
Bioacoustic 1,1,13692,7
Bioacoustic 1,1,13698,40
Bioacoustic 1,1,13704,8
Bioacoustic 1,1,13710,8
Bioacoustic 1,1,13716,31
Bioacoustic 1,1,13722,54
Bioacoustic 1,1,13728,25
Bioacoustic 1,1,13734,32
Bioacoustic 1,1,13740,16
Bioacoustic 1,1,13746,39
Bioacoustic 1,1,13752,53
Bioacoustic 1,1,13758,34
Bioacoustic 1,1,13764,45
Bioacoustic 1,1,13770,10
Bioacoustic 1,1,13776,27
Bioacoustic 1,1,13782,18
Bioacoustic 1,1,13788,43
Bioacoustic 1,1,13794,15
Bioacoustic 1,1,13800,44
Bioacoustic 1,1,13806,8
Bioacoustic 1,1,13812,27
Bioacoustic 1,1,13818,14
Bioacoustic 1,1,13824,12
Bioacoustic 1,1,13830,34
Bioacoustic 1,1,13836,49
Bioacoustic 1,1,13842,26
Bioacoustic 1,1,13848,57
Bioacoustic 1,1,13854,54
Bioacoustic 1,1,13860,52
Bioacoustic 1,1,13866,19
Bioacoustic 1,1,13872,46
Bioacoustic 1,1,13878,26
Bioacoustic 1,1,13884,25
Bioacoustic 1,1,13890,37
Bioacoustic 1,1,13896,56
Bioacoustic 1,1,13902,52
Bioacoustic 1,1,13908,5
Bioacoustic 1,1,13914,8
Bioacoustic 1,1,13920,6
Bioacoustic 1,1,13926,24
Bioacoustic 1,1,13932,39
Bioacoustic 1,1,13938,21
Bioacoustic 1,1,13944,28
Bioacoustic 1,1,13950,34
Bioacoustic 1,1,13956,42
Bioacoustic 1,1,13962,39
Bioacoustic 1,1,13968,19
Bioacoustic 1,1,13974,31
Bioacoustic 1,1,13980,30
Bioacoustic 1,1,13986,18
Bioacoustic 1,1,13992,53
Bioacoustic 1,1,13998,34
Bioacoustic 1,1,14004,7
Bioacoustic 1,1,14010,22
Bioacoustic 1,1,14016,35
Bioacoustic 1,1,14022,29
Bioacoustic 1,1,14028,43
Bioacoustic 1,1,14034,31
Bioacoustic 1,1,14040,23
Bioacoustic 1,1,14046,42
Bioacoustic 1,1,14052,16
Bioacoustic 1,1,14058,47
Bioacoustic 1,1,14064,34
Bioacoustic 1,1,14070,45
Bioacoustic 1,1,14076,15
Bioacoustic 1,1,14082,19
Bioacoustic 1,1,14088,34
Bioacoustic 1,1,14094,34
Bioacoustic 1,1,14100,49
Bioacoustic 1,1,14106,37
Bioacoustic 1,1,14112,41
Bioacoustic 1,1,14118,53
Bioacoustic 1,1,14124,46
Bioacoustic 1,1,14130,37
Bioacoustic 1,1,14136,58
Bioacoustic 1,1,14142,13
Bioacoustic 1,1,14148,33
Bioacoustic 1,1,14154,9
Bioacoustic 1,1,14160,23
Bioacoustic 1,1,14166,42
Bioacoustic 1,1,14172,49
Bioacoustic 1,1,14178,14
Bioacoustic 1,1,14184,40
Bioacoustic 1,1,14190,49
Bioacoustic 1,1,14196,58
Bioacoustic 1,1,14202,31
Bioacoustic 1,1,14208,5
Bioacoustic 1,1,14214,25
Bioacoustic 1,1,14220,39
Bioacoustic 1,1,14226,33
Bioacoustic 1,1,14232,21
Bioacoustic 1,1,14238,55
Bioacoustic 1,1,14244,7
Bioacoustic 1,1,14250,34
Bioacoustic 1,1,14256,31
Bioacoustic 1,1,14262,37
Bioacoustic 1,1,14268,18
Bioacoustic 1,1,14274,7
Bioacoustic 1,1,14280,41
Bioacoustic 1,1,14286,58
Bioacoustic 1,1,14292,11
Bioacoustic 1,1,14298,40
Bioacoustic 1,1,14304,29
Bioacoustic 1,1,14310,7
Bioacoustic 1,1,14316,12
Bioacoustic 1,1,14322,37
Bioacoustic 1,1,14328,25
Bioacoustic 1,1,14334,59
Bioacoustic 1,1,14340,44
Bioacoustic 1,1,14346,52
Bioacoustic 1,1,14352,5
Bioacoustic 1,1,14358,17
Bioacoustic 1,1,14364,59
Bioacoustic 1,1,14370,30
Bioacoustic 1,1,14376,14
Bioacoustic 1,1,14382,26
Bioacoustic 1,1,14388,45
Bioacoustic 1,1,14394,53
Bioacoustic 1,1,14400,36
Bioacoustic 1,1,14406,25
Bioacoustic 1,1,14412,45
Bioacoustic 1,1,14418,16
Bioacoustic 1,1,14424,40
Bioacoustic 1,1,14430,17
Bioacoustic 1,1,14436,7
Bioacoustic 1,1,14442,5
Bioacoustic 1,1,14448,41
Bioacoustic 1,1,14454,17
Bioacoustic 1,1,14460,25
Bioacoustic 1,1,14466,22
Bioacoustic 1,1,14472,38
Bioacoustic 1,1,14478,31
Bioacoustic 1,1,14484,16
Bioacoustic 1,1,14490,57
Bioacoustic 1,1,14496,7
Bioacoustic 1,1,14502,39
Bioacoustic 1,1,14508,6
Bioacoustic 1,1,14514,27
Bioacoustic 1,1,14520,39
Bioacoustic 1,1,14526,10
Bioacoustic 1,1,14532,31
Bioacoustic 1,1,14538,30
Bioacoustic 1,1,14544,20
Bioacoustic 1,1,14550,26
Bioacoustic 1,1,14556,35
Bioacoustic 1,1,14562,47
Bioacoustic 1,1,14568,25
Bioacoustic 1,1,14574,26
Bioacoustic 1,1,14580,8
Bioacoustic 1,1,14586,10
Bioacoustic 1,1,14592,10
Bioacoustic 1,1,14598,45
Bioacoustic 1,1,14604,19
Bioacoustic 1,1,14610,34
Bioacoustic 1,1,14616,27
Bioacoustic 1,1,14622,19
Bioacoustic 1,1,14628,14
Bioacoustic 1,1,14634,33
Bioacoustic 1,1,14640,34
Bioacoustic 1,1,14646,60
Bioacoustic 1,1,14652,42
Bioacoustic 1,1,14658,31
Bioacoustic 1,1,14664,6
Bioacoustic 1,1,14670,13
Bioacoustic 1,1,14676,49
Bioacoustic 1,1,14682,55
Bioacoustic 1,1,14688,36
Bioacoustic 1,1,14694,56
Bioacoustic 1,1,14700,58
Bioacoustic 1,1,14706,19
Bioacoustic 1,1,14712,23
Bioacoustic 1,1,14718,26
Bioacoustic 1,1,14724,49
Bioacoustic 1,1,14730,10
Bioacoustic 1,1,14736,43
Bioacoustic 1,1,14742,8
Bioacoustic 1,1,14748,15
Bioacoustic 1,1,14754,53
Bioacoustic 1,1,14760,44
Bioacoustic 1,1,14766,21
Bioacoustic 1,1,14772,42
Bioacoustic 1,1,14778,24
Bioacoustic 1,1,14784,49
Bioacoustic 1,1,14790,12
Bioacoustic 1,1,14796,41
Bioacoustic 1,1,14802,37
Bioacoustic 1,1,14808,36
Bioacoustic 1,1,14814,29
Bioacoustic 1,1,14820,24
Bioacoustic 1,1,14826,45
Bioacoustic 1,1,14832,40
Bioacoustic 1,1,14838,53
Bioacoustic 1,1,14844,21
Bioacoustic 1,1,14850,21
Bioacoustic 1,1,14856,21
Bioacoustic 1,1,14862,6
Bioacoustic 1,1,14868,60
Bioacoustic 1,1,14874,29
Bioacoustic 1,1,14880,55
Bioacoustic 1,1,14886,7
Bioacoustic 1,1,14892,30
Bioacoustic 1,1,14898,52
Bioacoustic 1,1,14904,20
Bioacoustic 1,1,14910,50
Bioacoustic 1,1,14916,10
Bioacoustic 1,1,14922,46
Bioacoustic 1,1,14928,39
Bioacoustic 1,1,14934,6
Bioacoustic 1,1,14940,22
Bioacoustic 1,1,14946,11
Bioacoustic 1,1,14952,14
Bioacoustic 1,1,14958,49
Bioacoustic 1,1,14964,28
Bioacoustic 1,1,14970,19
Bioacoustic 1,1,14976,5
Bioacoustic 1,1,14982,27
Bioacoustic 1,1,14988,43
Bioacoustic 1,1,14994,19
Bioacoustic 1,1,15000,25
Bioacoustic 1,1,15006,60
Bioacoustic 1,1,15012,47
Bioacoustic 1,1,15018,41
Bioacoustic 1,1,15024,38
Bioacoustic 1,1,15030,42
Bioacoustic 1,1,15036,30
Bioacoustic 1,1,15042,14
Bioacoustic 1,1,15048,38
Bioacoustic 1,1,15054,41
Bioacoustic 1,1,15060,13
Bioacoustic 1,1,15066,20
Bioacoustic 1,1,15072,26
Bioacoustic 1,1,15078,44
Bioacoustic 1,1,15084,10
Bioacoustic 1,1,15090,14
Bioacoustic 1,1,15096,40
Bioacoustic 1,1,15102,49
Bioacoustic 1,1,15108,33
Bioacoustic 1,1,15114,42
Bioacoustic 1,1,15120,53
Bioacoustic 1,1,15126,27
Bioacoustic 1,1,15132,27
Bioacoustic 1,1,15138,47
Bioacoustic 1,1,15144,38
Bioacoustic 1,1,15150,35
Bioacoustic 1,1,15156,43
Bioacoustic 1,1,15162,17
Bioacoustic 1,1,15168,26
Bioacoustic 1,1,15174,19
Bioacoustic 1,1,15180,53
Bioacoustic 1,1,15186,15
Bioacoustic 1,1,15192,14
Bioacoustic 1,1,15198,41
Bioacoustic 1,1,15204,47
Bioacoustic 1,1,15210,21
Bioacoustic 1,1,15216,12
Bioacoustic 1,1,15222,16
Bioacoustic 1,1,15228,47
Bioacoustic 1,1,15234,55
Bioacoustic 1,1,15240,32
Bioacoustic 1,1,15246,39
Bioacoustic 1,1,15252,25
Bioacoustic 1,1,15258,48
Bioacoustic 1,1,15264,33
Bioacoustic 1,1,15270,40
Bioacoustic 1,1,15276,52
Bioacoustic 1,1,15282,16
Bioacoustic 1,1,15288,25
Bioacoustic 1,1,15294,33
Bioacoustic 1,1,15300,9
Bioacoustic 1,1,15306,25
Bioacoustic 1,1,15312,51
Bioacoustic 1,1,15318,31
Bioacoustic 1,1,15324,53
Bioacoustic 1,1,15330,39
Bioacoustic 1,1,15336,7
Bioacoustic 1,1,15342,43
Bioacoustic 1,1,15348,41
Bioacoustic 1,1,15354,48
Bioacoustic 1,1,15360,59
Bioacoustic 1,1,15366,32
Bioacoustic 1,1,15372,15
Bioacoustic 1,1,15378,11
Bioacoustic 1,1,15384,38
Bioacoustic 1,1,15390,56
Bioacoustic 1,1,15396,32
Bioacoustic 1,1,15402,30
Bioacoustic 1,1,15408,53
Bioacoustic 1,1,15414,32
Bioacoustic 1,1,15420,23
Bioacoustic 1,1,15426,6
Bioacoustic 1,1,15432,10
Bioacoustic 1,1,15438,58
Bioacoustic 1,1,15444,53
Bioacoustic 1,1,15450,41
Bioacoustic 1,1,15456,57
Bioacoustic 1,1,15462,33
Bioacoustic 1,1,15468,30
Bioacoustic 1,1,15474,21
Bioacoustic 1,1,15480,27
Bioacoustic 1,1,15486,52
Bioacoustic 1,1,15492,10
Bioacoustic 1,1,15498,18
Bioacoustic 1,1,15504,51
Bioacoustic 1,1,15510,44
Bioacoustic 1,1,15516,23
Bioacoustic 1,1,15522,58
Bioacoustic 1,1,15528,54
Bioacoustic 1,1,15534,20
Bioacoustic 1,1,15540,27
Bioacoustic 1,1,15546,55
Bioacoustic 1,1,15552,31
Bioacoustic 1,1,15558,15
Bioacoustic 1,1,15564,45
Bioacoustic 1,1,15570,60
Bioacoustic 1,1,15576,39
Bioacoustic 1,1,15582,37
Bioacoustic 1,1,15588,20
Bioacoustic 1,1,15594,60
Bioacoustic 1,1,15600,47
Bioacoustic 1,1,15606,19
Bioacoustic 1,1,15612,10
Bioacoustic 1,1,15618,50
Bioacoustic 1,1,15624,37
Bioacoustic 1,1,15630,13
Bioacoustic 1,1,15636,25
Bioacoustic 1,1,15642,60
Bioacoustic 1,1,15648,50
Bioacoustic 1,1,15654,51
Bioacoustic 1,1,15660,47
Bioacoustic 1,1,15666,49
Bioacoustic 1,1,15672,14
Bioacoustic 1,1,15678,6
Bioacoustic 1,1,15684,50
Bioacoustic 1,1,15690,57
Bioacoustic 1,1,15696,47
Bioacoustic 1,1,15702,9
Bioacoustic 1,1,15708,43
Bioacoustic 1,1,15714,45
Bioacoustic 1,1,15720,12
Bioacoustic 1,1,15726,57
Bioacoustic 1,1,15732,49
Bioacoustic 1,1,15738,27
Bioacoustic 1,1,15744,31
Bioacoustic 1,1,15750,55
Bioacoustic 1,1,15756,16
Bioacoustic 1,1,15762,50
Bioacoustic 1,1,15768,25
Bioacoustic 1,1,15774,51
Bioacoustic 1,1,15780,52
Bioacoustic 1,1,15786,34
Bioacoustic 1,1,15792,40
Bioacoustic 1,1,15798,18
Bioacoustic 1,1,15804,39
Bioacoustic 1,1,15810,32
Bioacoustic 1,1,15816,24
Bioacoustic 1,1,15822,37
Bioacoustic 1,1,15828,14
Bioacoustic 1,1,15834,50
Bioacoustic 1,1,15840,23
Bioacoustic 1,1,15846,14
Bioacoustic 1,1,15852,34
Bioacoustic 1,1,15858,29
Bioacoustic 1,1,15864,41
Bioacoustic 1,1,15870,14
Bioacoustic 1,1,15876,18
Bioacoustic 1,1,15882,33
Bioacoustic 1,1,15888,56
Bioacoustic 1,1,15894,9
Bioacoustic 1,1,15900,41
Bioacoustic 1,1,15906,58
Bioacoustic 1,1,15912,57
Bioacoustic 1,1,15918,31
Bioacoustic 1,1,15924,7
Bioacoustic 1,1,15930,9
Bioacoustic 1,1,15936,51
Bioacoustic 1,1,15942,28
Bioacoustic 1,1,15948,24
Bioacoustic 1,1,15954,22
Bioacoustic 1,1,15960,22
Bioacoustic 1,1,15966,28
Bioacoustic 1,1,15972,36
Bioacoustic 1,1,15978,34
Bioacoustic 1,1,15984,40
Bioacoustic 1,1,15990,35
Bioacoustic 1,1,15996,38
Bioacoustic 1,1,16002,7
Bioacoustic 1,1,16008,42
Bioacoustic 1,1,16014,41
Bioacoustic 1,1,16020,36
Bioacoustic 1,1,16026,46
Bioacoustic 1,1,16032,8
Bioacoustic 1,1,16038,57
Bioacoustic 1,1,16044,20
Bioacoustic 1,1,16050,25
Bioacoustic 1,1,16056,44
Bioacoustic 1,1,16062,50
Bioacoustic 1,1,16068,26
Bioacoustic 1,1,16074,39
Bioacoustic 1,1,16080,54
Bioacoustic 1,1,16086,22
Bioacoustic 1,1,16092,6
Bioacoustic 1,1,16098,45
Bioacoustic 1,1,16104,33
Bioacoustic 1,1,16110,59
Bioacoustic 1,1,16116,21
Bioacoustic 1,1,16122,43
Bioacoustic 1,1,16128,32
Bioacoustic 1,1,16134,25
Bioacoustic 1,1,16140,44
Bioacoustic 1,1,16146,15
Bioacoustic 1,1,16152,44
Bioacoustic 1,1,16158,20
Bioacoustic 1,1,16164,54
Bioacoustic 1,1,16170,47
Bioacoustic 1,1,16176,40
Bioacoustic 1,1,16182,31
Bioacoustic 1,1,16188,17
Bioacoustic 1,1,16194,43
Bioacoustic 1,1,16200,18
Bioacoustic 1,1,16206,18
Bioacoustic 1,1,16212,20
Bioacoustic 1,1,16218,35
Bioacoustic 1,1,16224,13
Bioacoustic 1,1,16230,11
Bioacoustic 1,1,16236,42
Bioacoustic 1,1,16242,59
Bioacoustic 1,1,16248,11
Bioacoustic 1,1,16254,57
Bioacoustic 1,1,16260,23
Bioacoustic 1,1,16266,25
Bioacoustic 1,1,16272,44
Bioacoustic 1,1,16278,58
Bioacoustic 1,1,16284,27
Bioacoustic 1,1,16290,9
Bioacoustic 1,1,16296,16
Bioacoustic 1,1,16302,6
Bioacoustic 1,1,16308,19
Bioacoustic 1,1,16314,19
Bioacoustic 1,1,16320,58
Bioacoustic 1,1,16326,38
Bioacoustic 1,1,16332,37
Bioacoustic 1,1,16338,37
Bioacoustic 1,1,16344,49
Bioacoustic 1,1,16350,51
Bioacoustic 1,1,16356,55
Bioacoustic 1,1,16362,41
Bioacoustic 1,1,16368,51
Bioacoustic 1,1,16374,12
Bioacoustic 1,1,16380,33
Bioacoustic 1,1,16386,17
Bioacoustic 1,1,16392,58
Bioacoustic 1,1,16398,11
Bioacoustic 1,1,16404,27
Bioacoustic 1,1,16410,7
Bioacoustic 1,1,16416,43
Bioacoustic 1,1,16422,20
Bioacoustic 1,1,16428,43
Bioacoustic 1,1,16434,25
Bioacoustic 1,1,16440,16
Bioacoustic 1,1,16446,60
Bioacoustic 1,1,16452,23
Bioacoustic 1,1,16458,28
Bioacoustic 1,1,16464,7
Bioacoustic 1,1,16470,30
Bioacoustic 1,1,16476,5
Bioacoustic 1,1,16482,43
Bioacoustic 1,1,16488,41
Bioacoustic 1,1,16494,17
Bioacoustic 1,1,16500,37
Bioacoustic 1,1,16506,51
Bioacoustic 1,1,16512,15
Bioacoustic 1,1,16518,41
Bioacoustic 1,1,16524,34
Bioacoustic 1,1,16530,13
Bioacoustic 1,1,16536,9
Bioacoustic 1,1,16542,58
Bioacoustic 1,1,16548,30
Bioacoustic 1,1,16554,8
Bioacoustic 1,1,16560,51
Bioacoustic 1,1,16566,16
Bioacoustic 1,1,16572,23
Bioacoustic 1,1,16578,12
Bioacoustic 1,1,16584,31
Bioacoustic 1,1,16590,52
Bioacoustic 1,1,16596,30
Bioacoustic 1,1,16602,6
Bioacoustic 1,1,16608,5
Bioacoustic 1,1,16614,5
Bioacoustic 1,1,16620,28
Bioacoustic 1,1,16626,11
Bioacoustic 1,1,16632,18
Bioacoustic 1,1,16638,55
Bioacoustic 1,1,16644,55
Bioacoustic 1,1,16650,46
Bioacoustic 1,1,16656,38
Bioacoustic 1,1,16662,18
Bioacoustic 1,1,16668,38
Bioacoustic 1,1,16674,42
Bioacoustic 1,1,16680,11
Bioacoustic 1,1,16686,50
Bioacoustic 1,1,16692,51
Bioacoustic 1,1,16698,28
Bioacoustic 1,1,16704,24
Bioacoustic 1,1,16710,27
Bioacoustic 1,1,16716,29
Bioacoustic 1,1,16722,42
Bioacoustic 1,1,16728,48
Bioacoustic 1,1,16734,28
Bioacoustic 1,1,16740,45
Bioacoustic 1,1,16746,11
Bioacoustic 1,1,16752,21
Bioacoustic 1,1,16758,32
Bioacoustic 1,1,16764,53
Bioacoustic 1,1,16770,44
Bioacoustic 1,1,16776,60
Bioacoustic 1,1,16782,34
Bioacoustic 1,1,16788,35
Bioacoustic 1,1,16794,19
Bioacoustic 1,1,16800,31
Bioacoustic 1,1,16806,46
Bioacoustic 1,1,16812,41
Bioacoustic 1,1,16818,29
Bioacoustic 1,1,16824,21
Bioacoustic 1,1,16830,8
Bioacoustic 1,1,16836,45
Bioacoustic 1,1,16842,15
Bioacoustic 1,1,16848,22
Bioacoustic 1,1,16854,45
Bioacoustic 1,1,16860,58
Bioacoustic 1,1,16866,10
Bioacoustic 1,1,16872,46
Bioacoustic 1,1,16878,29
Bioacoustic 1,1,16884,22
Bioacoustic 1,1,16890,35
Bioacoustic 1,1,16896,25
Bioacoustic 1,1,16902,23
Bioacoustic 1,1,16908,27
Bioacoustic 1,1,16914,10
Bioacoustic 1,1,16920,54
Bioacoustic 1,1,16926,50
Bioacoustic 1,1,16932,17
Bioacoustic 1,1,16938,29
Bioacoustic 1,1,16944,30
Bioacoustic 1,1,16950,6
Bioacoustic 1,1,16956,6
Bioacoustic 1,1,16962,6
Bioacoustic 1,1,16968,59
Bioacoustic 1,1,16974,40
Bioacoustic 1,1,16980,47
Bioacoustic 1,1,16986,24
Bioacoustic 1,1,16992,29
Bioacoustic 1,1,16998,59
Bioacoustic 1,1,17004,34
Bioacoustic 1,1,17010,48
Bioacoustic 1,1,17016,14
Bioacoustic 1,1,17022,25
Bioacoustic 1,1,17028,7
Bioacoustic 1,1,17034,20
Bioacoustic 1,1,17040,13
Bioacoustic 1,1,17046,53
