Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Stratiomyidae;Pachygaster;Pachygaster leachii;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Asilidae;Choerades;Choerades marginata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Heleomyzidae;Tephrochlamys;Tephrochlamys rufiventris;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tachinidae;Ocytata;Ocytata pallipes;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Melanostoma;Melanostoma sp. MZH S564_2005;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Mycetophilidae;Monoclona;Monoclona rufilatera;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Helina;Helina depuncta;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Cratyna;Cratyna fulvicauda;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Calliphoridae;Lucilia;Lucilia ampullacea;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Mycetophilidae;Boletina;Boletina griphoides;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;;;;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Lauxaniidae;Calliopum;Calliopum simillimum;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila suzukii;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Empididae;Empis;Empis livida;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Fanniidae;Fannia;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;Dolichopus;Dolichopus festivus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Heleomyzidae;Tephrochlamys;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Fanniidae;Fannia;Fannia armata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Fanniidae;Fannia;Fannia similis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Heleomyzidae;Suillia;Suillia variegata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Chrysotoxum;Chrysotoxum verralli;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Noctua;Noctua pronuba;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Agromyzidae;;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Psocodea;Stenopsocidae;Graphopsocus;Graphopsocus cruciatus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Anthomyiidae;Delia;Delia radicum;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Typhlocyba;Typhlocyba quercus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Chloropidae;Oscinella;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Psocodea;Stenopsocidae;Graphopsocus;Graphopsocus cruciatus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula paludosa;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Mycetophilidae;Leia;Leia cylindrica;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Phoridae;Diplonevra;Diplonevra nitidula;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;Dolichopus;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Cicadella;Cicadella viridis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tachinidae;Cyzenis;Cyzenis albicans;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;Chrysotus;Chrysotus laesus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tabanidae;Hybomitra;Hybomitra micans;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Fanniidae;Fannia;Fannia sociella;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Fanniidae;Fannia;Fannia similis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Empoasca;Empoasca luda;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tabanidae;Haematopota;Haematopota pluvialis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Heleomyzidae;Morpholeria;Morpholeria ruficornis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Anthomyiidae;Emmesomyia;Emmesomyia grisea;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Hybotidae;Drapetis;Drapetis parilis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Chorthippus;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae;;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Chorthippus;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae;Chrysoteuchia;Chrysoteuchia culmella;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Trichosia;Trichosia lengersdorfi;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Lauxaniidae;Pseudolyciella;Pseudolyciella pallidiventris;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Chorthippus;Chorthippus parallelus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Phoridae;Megaselia;Megaselia tenebricola;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Chorthippus;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula vernalis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Hemiptera;Pentatomidae;Pentatoma;Pentatoma rufipes;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula fascipennis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Coleoptera;Scraptiidae;Anaspis;Anaspis frontalis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Scathophagidae;Nanna;Nanna multisetosa;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Sarcophagidae;Brachicoma;Brachicoma devia;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Lepidoptera;Geometridae;Epirrita;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;Dolichopus;Dolichopus claviger;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Chorthippus;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Chorthippus;Chorthippus mollis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula lunata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Empididae;Empis;Empis stercorea;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae;Lestremia;Lestremia cinerea;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;Chrysotus;Chrysotus femoratus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Anthomyiidae;Anthomyia;Anthomyia liturata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Platycheirus;Platycheirus occultus;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;Dolichopus;Dolichopus arbustorum;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Collembola;Entomobryomorpha;Entomobryidae;;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Polleniidae;Pollenia;;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Phoridae;Gymnophora;Gymnophora arcuata;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;Lissonota;Lissonota errabunda;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Cecidomyiidae;Divellepidosis;Divellepidosis hypoxantha;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Oligia;Oligia strigilis;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
xprf/teamname/sensor#/id#;MachineObservation;;2023527T12:30+08:00;Macaca fascicularis;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Phaonia;Phaonia tuguriorum;species;identi app ;0.98;Human;John Smith;ICZN;1;1;individuals;1356600;103820442;WGS84;50;1.3566;103.820442;decimal degrees;Singapore;Asia;Singapore;SG;;;;;;;
